formula,a,b,c,band_gap,rA,rB,rX,chi_A,chi_B,chi_X,EA_A,EA_B,EA_X,tolerance_factor,octahedral_factor,volume,density,chi_diff_BX,r_ratio_BX,lattice_strain,packing_index,PC1_Size,PC2_Shape,Stability_Tag,B_site,is_semiconductor,B_site_encoded,Model_Predicted_BG,Error
KNbO3,4.02918278,4.02918278,4.02918278,1.4121,1.52,0.82,1.26,0.82,1.6,3.44,0.50145913,0.917407,1.461112979,0.945218148,0.650793651,65.41101791,4.569594296,1.84,0.650793651,0.0,0.644497813,-1.658717927,-0.069055217,1,Other,1,1,1.723956021833239,0.3118560218332391
KNbO3,4.049923855,4.049923873,4.049924741,2.2934,1.52,0.82,1.26,0.82,1.6,3.44,0.50145913,0.917407,1.461112979,0.945218148,0.650793651,66.42558683,4.499799379,1.84,0.650793651,1.25e-07,0.634653904,-1.640059484,-0.073697074,1,Other,1,1,1.7214467001124198,-0.5719532998875803
KPO3,4.4452682,5.81675015,12.42586076,4.8212,1.52,0.55,1.26,0.82,2.19,3.44,0.50145913,0.74660911,1.461112979,1.08621754,0.436507937,321.2956615,2.44087059,1.25,0.436507937,0.564241162,0.126190945,0.485681587,1.653361149,1,Other,1,1,1.9163578661371572,-2.904842133862843
KPO3,4.55149133,11.26279304,14.0652371,5.216,1.52,0.55,1.26,0.82,2.19,3.44,0.50145913,0.74660911,1.461112979,1.08621754,0.436507937,641.9825134,2.443185334,1.25,0.436507937,0.490858815,0.063155308,2.782429653,1.723962365,1,Other,1,1,1.9357780879818902,-3.28022191201811
KPO3,4.55257852,10.23201105,14.02715163,5.1269,1.52,0.55,1.26,0.82,2.19,3.44,0.50145913,0.74660911,1.461112979,1.08621754,0.436507937,641.5459608,2.444847847,1.25,0.436507937,0.496507282,0.063198283,2.39887349,1.766183812,1,Other,1,1,1.9357780879818902,-3.19112191201811
KPO3,5.137589,6.040312003,6.434108476,0.7652,1.52,0.55,1.26,0.82,2.19,3.44,0.50145913,0.74660911,1.461112979,1.08621754,0.436507937,177.4522761,2.209724068,1.25,0.436507937,0.113223679,0.22848173,-0.124771184,-0.056251828,1,Other,1,1,1.8762764521685582,1.1110764521685583
KPO3,8.684697749,8.684697749,4.192009005,3.3136,1.52,0.55,1.26,0.82,2.19,3.44,0.50145913,0.74660911,1.461112979,1.08621754,0.436507937,201.7940813,1.943171786,1.25,0.436507937,0.360902518,0.200920675,1.815886748,-2.171762955,1,Other,1,1,1.910317344434244,-1.403282655565756
KPS3,6.907587079,7.096471062,7.096471552,1.7149,1.52,0.55,0.88,0.82,2.19,2.58,0.50145913,0.74660911,2.07710426,1.18693188,0.625,264.3180622,2.089096369,0.39,0.625,0.015504686,0.090689098,1.029886657,-0.678140914,0,Other,1,1,1.8122449162779826,0.09734491627798247
KPSe3,7.30874671,7.308746906,18.97090961,1.315,1.52,0.55,1.013333333,0.82,2.19,2.55,0.50145913,0.74660911,2.020604712,1.146017739,0.542763158,877.6161108,3.484707386,0.36,0.542763158,0.601381922,0.032454844,3.143400695,1.95046403,0,Other,1,1,1.9507107983841676,0.6357107983841677
KPaO3,4.35600548,4.35600548,4.35600548,3.0477,1.52,1.04,1.26,0.82,1.5,3.44,0.50145913,0.55,1.461112979,0.854805977,0.825396825,82.65426196,6.391337032,1.94,0.825396825,0.0,0.539107257,-1.364714143,-0.142201494,1,Other,1,1,1.9518220714385213,-1.0958779285614786
KPbI3,4.75272664,10.60788672,17.07067393,2.4115,1.52,1.1225,1.273333333,0.82,2.33,2.66,0.50145913,0.3567212,3.059046537,0.824549536,0.881544503,860.6416829,4.839075125,0.33,0.881544503,0.569956185,0.054120812,3.094860974,2.383922556,1,Pb,1,2,2.3035669184644494,-0.10793308153555081
KSO3,9.711987668,9.711994323,6.27590517,4.9772,1.52,0.88,1.26,0.82,2.58,3.44,0.50145913,2.07710426,1.461112979,0.918716705,0.698412698,512.6487397,2.315881936,0.86,0.698412698,0.231575928,0.083297262,2.907803397,-2.152209097,1,Other,1,1,2.00268943787905,-2.9745105621209498
KSO3,9.872281134,9.872482007,6.29887238,4.995,1.52,0.88,1.26,0.82,2.58,3.44,0.50145913,2.07710426,1.461112979,0.918716705,0.698412698,531.6581807,2.233077566,0.86,0.698412698,0.237658812,0.080318968,3.030265109,-2.220517858,1,Other,1,1,1.977377921266466,-3.017622078733534
KSbO3,4.990369,6.233788571,6.825866397,0.2784,1.52,0.83,1.26,0.82,2.05,3.44,0.50145913,1.04740119,1.461112979,0.940695573,0.658730159,179.5573506,3.862992815,1.39,0.658730159,0.1557026,0.235260705,-0.046711687,0.086879495,1,Other,1,1,1.798980261599739,1.520580261599739
KSbO3,6.84028095,6.840261049,6.840306936,2.6808,1.52,0.83,1.26,0.82,2.05,3.44,0.50145913,1.04740119,1.461112979,0.940695573,0.658730159,153.6462401,4.514453166,1.39,0.658730159,3.36e-06,0.27493539,0.870091918,-0.698200729,1,Other,1,1,1.9217935098329844,-0.7590064901670157
KSbO3,7.515630088,7.515630088,7.515630088,1.1213,1.52,0.83,1.26,0.82,2.05,3.44,0.50145913,1.04740119,1.461112979,0.940695573,0.658730159,300.1796116,4.621424829,1.39,0.658730159,0.0,0.140725044,1.477626944,-0.849357936,1,Other,1,1,1.8112719505196477,0.6899719505196478
KSbO3,9.59970638,9.59970638,9.59970638,2.0039,1.52,0.83,1.26,0.82,2.05,3.44,0.50145913,1.04740119,1.461112979,0.940695573,0.658730159,884.6548224,4.704402695,1.39,0.658730159,0.0,0.047750589,3.352424241,-1.315795617,1,Other,1,1,1.9103481595480576,-0.0935518404519422
KSiO3,7.761756279,7.761756279,11.261609,0.2132,1.52,0.54,1.26,0.82,1.9,3.44,0.50145913,1.38952128,1.461112979,1.092252082,0.428571429,670.2223739,2.282994041,1.54,0.428571429,0.22631679,0.060438562,2.254793439,-0.078103463,1,Other,1,1,1.895762771225082,1.682562771225082
KSnBr3,4.47666619,8.95656243,16.58642631,2.2679,1.52,0.83,0.8825,0.82,1.96,2.96,0.50145913,1.1120702,3.3635883,0.992163867,0.940509915,665.041723,3.970265113,1.0,0.940509915,0.611877084,0.038707565,2.30925066,2.465476721,1,Sn,1,3,2.284022291451341,0.01612229145134103
KSnF3,7.978592781,9.891077845,10.21951682,3.5114,1.52,0.83,0.705,0.82,1.96,3.98,0.50145913,1.1120702,3.401189824,1.025114145,1.177304965,736.4129578,3.874886943,2.02,1.177304965,0.129250431,0.02920727,2.951118885,-0.519722826,1,Sn,1,3,2.083750613562671,-1.427649386437329
KSnI3,4.70824602,10.44878157,16.99764006,1.9381,1.52,0.83,1.273333333,0.82,1.96,2.66,0.50145913,1.1120702,3.059046537,0.939215497,0.651832461,836.2062838,4.277587265,0.7,0.651832461,0.573707623,0.051481649,3.00828818,2.392880736,1,Sn,1,3,2.195744027719965,0.257644027719965
KSrI3,8.112890009,8.112890009,12.05344229,3.9993,1.52,1.32,1.273333333,0.82,0.95,2.66,0.50145913,0.052066,3.059046537,0.761754471,1.036649215,443.916621,3.796254244,1.71,1.036649215,0.241351643,0.113283133,2.640647458,-0.052638507,0,Other,1,1,1.7030451675388538,-2.296254832461146
KTaO3,3.99488137,3.99488137,3.99488137,2.0995,1.52,0.82,1.26,0.82,1.5,3.44,0.50145913,0.32885923,1.461112979,0.945218148,0.650793651,63.75462003,6.981426042,1.94,0.650793651,0.0,0.661242401,-1.689574854,-0.061378209,1,Other,1,1,1.4866468934610395,-0.6128531065389604
KTcCl3,8.329953578,8.329953578,9.060211254,1.6971,1.52,0.741666667,0.78,0.82,1.9,3.16,0.50145913,0.552,3.61272528,1.068953711,0.950854701,549.3437182,2.943660549,1.26,0.950854701,0.0491772,0.040744102,2.326138194,-0.859192883,1,Other,1,1,1.9958135941109,0.29871359411090004
KTlBr3,8.305649382,8.305649382,8.305649382,0.9246,1.52,1.3325,0.8825,0.82,1.62,2.96,0.50145913,0.32005319,3.3635883,0.767079288,1.509915014,405.1406151,3.96090552,1.34,1.509915014,0.0,0.082088607,2.188313996,-1.026172369,0,Other,1,1,2.119670981693756,1.195070981693756
KUO3,4.29886276,4.29886276,4.29886276,0.4454,1.52,0.99125,1.26,0.82,1.38,3.44,0.50145913,0.314979,1.461112979,0.87331649,0.786706349,79.44393398,6.795779335,2.06,0.786706349,0.0,0.552936954,-1.4161187,-0.129412367,1,Other,1,1,1.9557457532899951,1.510345753289995
KVCl3,6.914956127,6.914956434,6.16009058,0.3342,1.52,0.7775,0.78,0.82,1.63,3.16,0.50145913,0.527662,3.61272528,1.044360341,0.996794872,255.0933518,2.556929671,1.53,0.996794872,0.06540598,0.088761113,0.817403471,-0.893150057,1,Other,1,1,1.865696405729666,1.531496405729666
KVF3,4.12938738,4.12940323,4.1292904,2.0759,1.52,0.7775,0.705,0.82,1.63,3.98,0.50145913,0.527662,3.401189824,1.061416669,1.102836879,70.41227003,3.46754021,2.35,1.102836879,1.48e-05,0.299411774,-1.568585272,-0.091505728,1,Other,1,1,1.99540372219426,-0.08049627780573987
KVO3,3.8531,3.8531,3.8531,0.2186,1.52,0.7775,1.26,0.82,1.63,3.44,0.50145913,0.527662,1.461112979,0.964934355,0.617063492,57.20458528,4.006977598,1.81,0.617063492,0.0,0.730998039,-1.817118807,-0.029646082,1,Other,1,1,1.5002849233527962,1.2816849233527963
KVO3,5.1974608,5.65515664,10.65824401,3.046,1.52,0.7775,1.26,0.82,1.63,3.44,0.50145913,0.527662,1.461112979,0.964934355,0.617063492,313.271957,2.926754043,1.81,0.617063492,0.422481784,0.133482869,0.427188622,0.935863665,1,Other,1,1,1.420701259014591,-1.6252987409854087
KYbI3,8.171139691,8.171139691,11.48336286,3.6306,1.52,1.084,1.273333333,0.82,1.1,2.66,0.50145913,-0.02,3.059046537,0.83801609,0.851308901,370.8307582,5.309448601,1.56,0.851308901,0.206174534,0.124018026,2.593272886,-0.214028342,1,Other,1,1,1.8087406547044094,-1.8218593452955905
KZnF3,4.04741679,4.04741679,4.04741679,3.6954,1.52,0.88,0.705,0.82,1.65,3.98,0.50145913,-0.62,3.401189824,0.992776159,1.24822695,66.30309275,4.044777029,2.33,1.24822695,0.0,0.331327824,-1.642314942,-0.073136176,1,Other,1,1,2.3633525427309334,-1.3320474572690664
LaAlO3,3.7829488,3.7829488,3.7829488,3.4924,1.172,0.675,1.26,1.1,1.61,3.44,0.5575462,0.432835,1.461112979,0.88885965,0.535714286,54.13665153,6.560522947,1.83,0.535714286,0.0,0.612690266,-1.880225557,-0.013945523,1,Other,1,1,1.5884630288960473,-1.9039369711039527
LaAlO3,3.79585,5.856904212,6.196032719,3.5819,1.172,0.675,1.26,1.1,1.61,3.44,0.5575462,0.432835,1.461112979,0.88885965,0.535714286,123.7070083,5.742031104,1.83,0.535714286,0.245879328,0.268125467,-0.731841604,0.446574305,1,Other,1,1,1.5610481670154832,-2.020851832984517
LaAlO3,5.35090685,5.350907329,5.350905874,4.0189,1.172,0.675,1.26,1.1,1.61,3.44,0.5575462,0.432835,1.461112979,0.88885965,0.535714286,108.6953635,6.53504866,1.83,0.535714286,1.39e-07,0.305155605,-0.469718865,-0.364870895,1,Other,1,1,1.4412516078988904,-2.5776483921011097
LaAlO3,5.355289105,5.355289105,5.355289105,3.7121,1.172,0.675,1.26,1.1,1.61,3.44,0.5575462,0.432835,1.461112979,0.88885965,0.535714286,108.784654,6.529684686,1.83,0.535714286,0.0,0.304905133,-0.465776688,-0.365851434,1,Other,1,1,1.4412516078988904,-2.27084839210111
LaAlO3,5.360968297,5.360968297,5.360968297,3.5193,1.172,0.675,1.26,1.1,1.61,3.44,0.5575462,0.432835,1.461112979,0.88885965,0.535714286,108.6676003,6.536718281,1.83,0.535714286,0.0,0.305233569,-0.46066779,-0.367122495,1,Other,1,1,1.4412516078988904,-2.0780483921011097
LaAlO3,6.053921,7.664067,13.57440073,4.4777,1.172,0.675,1.26,1.1,1.61,3.44,0.5575462,0.432835,1.461112979,0.88885965,0.535714286,569.5811532,4.988433942,1.83,0.535714286,0.435269146,0.058234019,1.947234641,1.172731211,1,Other,1,1,1.5314863787222035,-2.946213621277796
LaAlO3,6.819106,7.900936353,8.054993228,4.2693,1.172,0.675,1.26,1.1,1.61,3.44,0.5575462,0.432835,1.461112979,0.88885965,0.535714286,421.8786493,5.05118823,1.83,0.535714286,0.088713834,0.078622133,1.44392908,-0.455884549,1,Other,1,1,1.3333496118643826,-2.935950388135618
LaAlO3,6.851714,6.858873336,9.85453549,4.1704,1.172,0.675,1.26,1.1,1.61,3.44,0.5575462,0.432835,1.461112979,0.88885965,0.535714286,426.7858282,4.993109722,1.83,0.535714286,0.220446562,0.077718137,1.359835099,0.007861948,1,Other,1,1,1.4192868875970888,-2.751113112402911
LaAlO3,7.091014976,7.091014976,10.17005618,4.6067,1.172,0.675,1.26,1.1,1.61,3.44,0.5575462,0.432835,1.461112979,0.88885965,0.535714286,442.5997766,4.814707508,1.83,0.535714286,0.218997903,0.074941293,1.584584337,-0.027341252,1,Other,1,1,1.4258908425709047,-3.1808091574290955
LaAlO3,7.352805,7.925999501,8.318543282,4.4431,1.172,0.675,1.26,1.1,1.61,3.44,0.5575462,0.432835,1.461112979,0.88885965,0.535714286,467.764471,4.555686889,1.83,0.535714286,0.061745543,0.070909617,1.694656025,-0.613624879,1,Other,1,1,1.3474189357002093,-3.095681064299791
LaAlO3,7.938888,7.367605,16.24774769,4.2491,1.172,0.675,1.26,1.1,1.61,3.44,0.5575462,0.432835,1.461112979,0.88885965,0.535714286,942.8090747,4.52050903,1.83,0.535714286,0.472543677,0.035181035,2.968330415,1.04632401,1,Other,1,1,1.5432452514336772,-2.705854748566323
LaAlO3,8.926582,8.801588,10.76172607,4.4685,1.172,0.675,1.26,1.1,1.61,3.44,0.5575462,0.432835,1.461112979,0.88885965,0.535714286,830.9863204,5.128817203,1.83,0.535714286,0.115555141,0.039915217,2.992477216,-0.725588674,1,Other,1,1,1.3918759969832344,-3.0766240030167653
LaAsO3,5.32325283,4.43439964,6.222333267,2.693,1.172,0.66,1.26,1.1,2.18,3.44,0.5575462,0.8044863,1.461112979,0.895803866,0.523809524,141.5137041,6.144579314,1.26,0.523809524,0.167829628,0.233793686,-0.677707205,-0.101855872,1,Other,1,1,1.7642972294401926,-0.9287027705598074
LaAuO3,4.03934509,5.70785039,13.10108913,1.7977,1.172,1.07,1.26,1.1,2.54,3.44,0.5575462,2.30861025,1.461112979,0.738173143,0.849206349,302.0584155,8.441168934,0.9,0.849206349,0.633244025,0.122533246,0.401098497,1.984592658,0,Other,1,1,1.7513830041976097,-0.04631699580239035
LaBO3,4.179424058,5.08865142,6.314355325,4.0022,1.172,0.41,1.26,1.1,2.04,3.44,0.5575462,0.27972325,1.461112979,1.029906241,0.325396825,127.9443149,5.132122266,1.4,0.325396825,0.206264604,0.251433178,-0.851199512,0.35582432,1,Other,1,1,1.6801647958832893,-2.3220352041167107
LaBO3,5.12056909,5.8479603,8.25010439,4.5007,1.172,0.41,1.26,1.1,2.04,3.44,0.5575462,0.27972325,1.461112979,1.029906241,0.325396825,247.0484251,5.315766468,1.4,0.325396825,0.255650605,0.130215142,0.086708215,0.389132459,1,Other,1,1,1.5184449120798864,-2.9822550879201137
LaBiO3,6.27184036,6.27184036,6.271839422,3.07,1.172,1.035,1.26,1.1,2.02,3.44,0.5575462,0.94236213,1.461112979,0.749430685,0.821428571,174.4400483,7.537041755,1.42,0.821428571,8.63e-08,0.209383894,0.358736076,-0.57098524,0,Other,1,1,2.1823978547543175,-0.8876021452456824
LaBiO3,6.298058724,6.298058724,6.298058326,2.6285,1.172,1.035,1.26,1.1,2.02,3.44,0.5575462,0.94236213,1.461112979,0.749430685,0.821428571,176.7502235,7.438530497,1.42,0.821428571,3.65e-08,0.206647188,0.382321728,-0.576853052,0,Other,1,1,2.2088790745436877,-0.41962092545631213
LaCoN3,4.040095203,5.727433628,7.447385271,0.4901,1.172,0.768333333,0.63,1.1,1.88,3.04,0.5575462,0.66225547,-0.07,0.91136987,1.21957672,156.919904,5.076409551,1.16,1.21957672,0.29689449,0.075104541,-0.489215649,0.648424248,1,Other,1,1,2.0447397916724,1.5546397916724
LaCoO3,3.816817,3.816817,3.816817,0.4388,1.172,0.768333333,1.26,1.1,1.88,3.44,0.5575462,0.66225547,1.461112979,0.84795896,0.60978836,55.60374125,7.341623229,1.56,0.60978836,0.0,0.607525312,-1.849758337,-0.021525574,1,Other,1,1,1.823974321390089,1.385174321390089
LaCoO3,5.361153262,7.620694114,5.44114223,1.0014,1.172,0.768333333,1.26,1.1,1.88,3.44,0.5575462,0.66225547,1.461112979,0.84795896,0.60978836,222.2535996,7.346953555,1.56,0.60978836,0.208773878,0.1519916,0.380614957,-0.461518303,1,Other,1,1,1.5518199224303193,0.5504199224303192
LaCoO3,5.427133464,5.377974265,5.420641796,1.104,1.172,0.768333333,1.26,1.1,1.88,3.44,0.5575462,0.66225547,1.461112979,0.84795896,0.60978836,113.5999353,7.187006177,1.56,0.60978836,0.004937721,0.297365312,-0.42020086,-0.380999979,1,Other,1,1,1.6057379942503345,0.5017379942503344
LaCoO3,5.467447,5.550136,7.809735,0.973,1.172,0.768333333,1.26,1.1,1.88,3.44,0.5575462,0.66225547,1.461112979,0.84795896,0.60978836,236.9869898,6.890196271,1.56,0.60978836,0.211781661,0.142542341,0.037376185,0.157933195,1,Other,1,1,1.690542266525093,0.7175422665250931
LaCoO3,5.475249487,5.468355789,5.4410268,0.9497,1.172,0.768333333,1.26,1.1,1.88,3.44,0.5575462,0.66225547,1.461112979,0.84795896,0.60978836,118.072977,6.914735764,1.56,0.60978836,0.003314021,0.286100013,-0.365824294,-0.40043453,1,Other,1,1,1.6808008288273488,0.7311008288273488
LaCoO3,5.516916838,5.516916838,5.460191301,0.9398,1.172,0.768333333,1.26,1.1,1.88,3.44,0.5575462,0.66225547,1.461112979,0.84795896,0.60978836,119.4113925,6.837232356,1.56,0.60978836,0.005956794,0.282893278,-0.329386985,-0.415418682,1,Other,1,1,1.6346354730202692,0.6948354730202693
LaCoO3,5.558352918,9.401832445,5.547802245,0.6739,1.172,0.768333333,1.26,1.1,1.88,3.44,0.5575462,0.66225547,1.461112979,0.84795896,0.60978836,237.8774273,6.864404462,1.56,0.60978836,0.32505665,0.142008767,1.124353859,-0.606412192,1,Other,1,1,1.6394910448136184,0.9655910448136183
LaCrN3,7.205637819,7.205637819,5.957956718,1.4148,1.172,0.94,0.63,1.1,1.66,3.04,0.5575462,0.67592827,-0.07,0.811719024,1.492063492,297.1601504,5.206290708,1.38,1.492063492,0.106093692,0.044974433,1.000639162,-1.074564837,1,Other,1,1,1.9279132350240757,0.5131132350240757
LaCrO3,3.927151,3.927151,3.927151,1.9039,1.172,0.94,1.26,1.1,1.66,3.44,0.5575462,0.67592827,1.461112979,0.781792465,0.746031746,60.56654511,6.549860164,1.78,0.746031746,0.0,0.583818875,-1.750503869,-0.046219457,0,Other,1,1,1.9681528081169384,0.06425280811693845
LaCrO3,5.50572244,5.51974573,7.78598881,2.3706,1.172,0.94,1.26,1.1,1.66,3.44,0.5575462,0.67592827,1.461112979,0.781792465,0.746031746,236.6176631,6.706217884,1.78,0.746031746,0.209311213,0.149438938,0.036784529,0.1381643,0,Other,1,1,1.6970366014980858,-0.6735633985019143
LaDyO3,5.941605,6.1279,8.576976,4.4015,1.172,1.131,1.26,1.1,1.22,3.44,0.5575462,0.0153,1.461112979,0.71934062,0.897619048,312.2839333,7.431678447,2.22,0.897619048,0.213698326,0.121494573,0.548445004,0.115818364,0,Other,1,1,1.5037629753965647,-2.897737024603436
LaErO3,5.877087,6.076924,8.514153,4.4376,1.172,1.03,1.26,1.1,1.24,3.44,0.5575462,0.312,1.461112979,0.751066997,0.817460317,304.0796627,7.736143143,2.2,0.817460317,0.215196633,0.119896062,0.495639834,0.129979679,0,Other,1,1,1.5725371628402816,-2.8650628371597184
LaFeO3,3.957177,3.957177,3.957177,0.8484,1.172,0.8525,1.26,1.1,1.83,3.44,0.5575462,0.15323635,1.461112979,0.814174401,0.676587302,61.96642318,6.505033358,1.61,0.676587302,1.37e-16,0.556365108,-1.723493023,-0.052939584,1,Other,1,1,1.6124757998169355,0.7640757998169354
LaFeO3,4.046154304,6.759937138,11.06507041,1.2424,1.172,0.8525,1.26,1.1,1.83,3.44,0.5575462,0.15323635,1.461112979,0.814174401,0.676587302,302.6489887,5.327540021,1.61,0.676587302,0.485488156,0.113913996,0.466064691,1.448356831,1,Other,1,1,1.592919888512787,0.35051988851278715
LaFeO3,5.427511549,5.423071091,5.434553664,1.9509,1.172,0.8525,1.26,1.1,1.83,3.44,0.5575462,0.15323635,1.461112979,0.814174401,0.676587302,115.4506173,6.98296223,1.61,0.676587302,0.001066654,0.2986208,-0.401316442,-0.380130325,1,Other,1,1,1.4400063678686184,-0.5108936321313817
LaFeO3,5.600805,5.661924,7.944671,1.4334,1.172,0.8525,1.26,1.1,1.83,3.44,0.5575462,0.15323635,1.461112979,0.814174401,0.676587302,251.9361017,6.399934701,1.61,0.676587302,0.208659845,0.136844047,0.149685004,0.129539896,1,Other,1,1,1.3524669300881886,-0.08093306991181137
LaFeO3,5.662336,6.452887,9.124399,1.766,1.172,0.8525,1.26,1.1,1.83,3.44,0.5575462,0.15323635,1.461112979,0.814174401,0.676587302,333.3910715,4.836286084,1.61,0.676587302,0.256246834,0.103409955,0.650031591,0.343226257,1,Other,1,1,1.5534682410914662,-0.21253175890853382
LaGaO3,3.913456,3.913456,3.913456,3.3659,1.172,0.76,1.26,1.1,1.81,3.44,0.5575462,0.30116615,1.461112979,0.85145714,0.603174603,59.93511816,7.109998681,1.63,0.603174603,0.0,0.562600517,-1.762823643,-0.043154375,1,Other,1,1,1.6025229714102993,-1.7633770285897006
LaGaO3,5.52859349,5.52859349,5.52859264,3.3802,1.172,0.76,1.26,1.1,1.81,3.44,0.5575462,0.30116615,1.461112979,0.85145714,0.603174603,121.6297028,7.007147124,1.63,0.603174603,8.88e-08,0.277231035,-0.309875336,-0.404638936,1,Other,1,1,1.46064134018023,-1.9195586598197698
LaGaO3,5.529890124,5.529890124,5.529890516,3.3682,1.172,0.76,1.26,1.1,1.81,3.44,0.5575462,0.30116615,1.461112979,0.85145714,0.603174603,121.6910863,7.003612573,1.63,0.603174603,4.08e-08,0.277091194,-0.30870871,-0.404928843,1,Other,1,1,1.46064134018023,-1.9075586598197698
LaGaO3,5.546311,5.594213,7.850523,3.2035,1.172,0.76,1.26,1.1,1.81,3.44,0.5575462,0.30116615,1.461112979,0.85145714,0.603174603,243.5801013,6.997921568,1.63,0.603174603,0.2080023,0.138433018,0.089520625,0.133036013,1,Other,1,1,1.3637723800989399,-1.8397276199010602
LaGaO3,5.559203,5.588688,7.878575,3.3483,1.172,0.76,1.26,1.1,1.81,3.44,0.5575462,0.30116615,1.461112979,0.85145714,0.603174603,244.7766978,6.963712067,1.63,0.603174603,0.209811974,0.137756285,0.096773135,0.13465303,1,Other,1,1,1.3586912449650983,-1.9896087550349018
LaGaO3,5.560039029,5.560039029,5.560039029,3.1939,1.172,0.76,1.26,1.1,1.81,3.44,0.5575462,0.30116615,1.461112979,0.85145714,0.603174603,121.6841725,7.004010502,1.63,0.603174603,0.0,0.277106938,-0.281587363,-0.41167657,1,Other,1,1,1.462727118337999,-1.7311728816620011
LaHoO3,5.883519,6.075524,8.575969,4.3855,1.172,1.041,1.26,1.1,1.23,3.44,0.5575462,0.338,1.461112979,0.747476498,0.826190476,306.5519645,7.623295924,2.21,0.826190476,0.219449193,0.119412623,0.507349152,0.142009199,0,Other,1,1,1.6716728268303664,-2.713827173169634
LaHoO3,6.085854,6.033146,8.510631507,4.236,1.172,1.041,1.26,1.1,1.23,3.44,0.5575462,0.338,1.461112979,0.747476498,0.826190476,312.4825707,7.478613402,2.21,0.826190476,0.205831132,0.117146291,0.55714222,0.045789343,0,Other,1,1,1.5872861160349856,-2.648713883965014
LaInO3,5.73615203,5.95376221,8.25417615,2.7507,1.172,0.94,1.26,1.1,1.78,3.44,0.5575462,0.299,1.461112979,0.781792465,0.746031746,281.8940254,7.109347134,1.66,0.746031746,0.209868526,0.125436827,0.356470317,0.132525011,0,Other,1,1,1.5452006228327515,-1.2054993771672486
LaLuO3,5.78622784,5.97112351,8.32190561,4.4525,1.172,1.001,1.26,1.1,1.27,3.44,0.5575462,0.23887,1.461112979,0.76070032,0.794444444,287.524178,8.359650151,2.17,0.794444444,0.211206865,0.12549247,0.392326796,0.12712522,0,Other,1,1,1.5140652495183289,-2.9384347504816706
LaLuS3,6.70515075,7.33021724,9.86327545,2.2322,1.172,1.001,0.88,1.1,1.27,2.58,0.5575462,0.23887,2.07710426,0.771505722,1.1375,484.7820757,5.61846725,1.31,1.1375,0.209932305,0.040241345,1.47919374,0.046365128,0,Other,1,1,1.8887639718402884,-0.34343602815971175
LaMgS3,8.006753203,11.55862,7.958031464,0.2009,1.172,0.86,0.88,1.1,1.31,2.58,0.5575462,-0.42,2.07710426,0.834024289,0.977272727,570.6858007,3.019194916,1.27,0.977272727,0.225068054,0.031490566,3.213915223,-1.148787163,1,Other,1,1,2.1336402784584227,1.9327402784584227
LaMnO3,3.966672,11.07224004,5.69911702,0.0716,1.172,0.8775,1.26,1.1,1.55,3.44,0.5575462,-0.52,1.461112979,0.804651894,0.696428571,250.3048998,6.417574982,1.89,0.696428571,0.535967838,0.138675008,1.165262133,-0.002128607,1,Other,1,1,1.688728177320683,1.6171281773206831
LaMnO3,4.137008,5.807498,12.90489,0.5347,1.172,0.8775,1.26,1.1,1.55,3.44,0.5575462,-0.52,1.461112979,0.804651894,0.696428571,310.0485729,5.180963899,1.89,0.696428571,0.61123492,0.111953535,0.443018385,1.893252318,1,Other,1,1,1.715245174948162,1.1805451749481621
LaMnO3,5.492280275,5.601657288,8.08411,0.5803,1.172,0.8775,1.26,1.1,1.55,3.44,0.5575462,-0.52,1.461112979,0.804651894,0.696428571,248.7146416,6.458608356,1.89,0.696428571,0.229299624,0.139561683,0.10912611,0.209956313,1,Other,1,1,1.7193623613304085,1.1390623613304085
LaMnO3,5.550811001,5.714156002,7.882481,0.5975,1.172,0.8775,1.26,1.1,1.55,3.44,0.5575462,-0.52,1.461112979,0.804651894,0.696428571,250.0181085,6.424936466,1.89,0.696428571,0.203933428,0.138834079,0.140253734,0.13272629,1,Other,1,1,1.6198176337823875,1.0223176337823876
LaMnO3,5.563543,5.565174,8.031702,1.1014,1.172,0.8775,1.26,1.1,1.55,3.44,0.5575462,-0.52,1.461112979,0.804651894,0.696428571,248.6782388,6.459553801,1.89,0.696428571,0.223041313,0.139582112,0.114091712,0.170207306,1,Other,1,1,1.7220492897175395,0.6206492897175395
LaMnO3,5.582734739,5.581586269,5.582722011,0.6151,1.172,0.8775,1.26,1.1,1.55,3.44,0.5575462,-0.52,1.461112979,0.804651894,0.696428571,123.0117361,6.529256936,1.89,0.696428571,0.000118127,0.282176603,-0.261593798,-0.416701551,1,Other,1,1,1.5869457920913297,0.9718457920913297
LaMnO3,5.971485316,5.433429093,10.413179,1.4409,1.172,0.8775,1.26,1.1,1.55,3.44,0.5575462,-0.52,1.461112979,0.804651894,0.696428571,297.14103,5.406020375,1.89,0.696428571,0.375790375,0.116816698,0.596589505,0.571918414,1,Other,1,1,1.7373634760365724,0.2964634760365723
LaMnO3,10.297857,5.674393,6.043189751,0.9889,1.172,0.8775,1.26,1.1,1.55,3.44,0.5575462,-0.52,1.461112979,0.804651894,0.696428571,333.3011409,4.819516844,1.89,0.696428571,0.350143471,0.10414316,1.609753198,-2.244893976,1,Other,1,1,1.580772152514515,0.5918721525145151
