formula,a,b,c,band_gap,rA,rB,rX,chi_A,chi_B,chi_X,EA_A,EA_B,EA_X,tolerance_factor,octahedral_factor,volume,density,chi_diff_BX,r_ratio_BX,lattice_strain,packing_index
Sc3PbC,4.55407219,4.55407219,4.55407219,0,1.1225,0.3,0.885,2.33,2.55,1.36,0.3567212,1.262122611,0.17938023,1.19808545,0.338983051,94.44951496,6.225135998,1.19,0.338983051,0,0.156146633
Sc3SnB,4.65396808,4.65396808,4.65396808,0,0.83,0.41,0.885,1.96,2.04,1.36,1.1120702,0.27972325,0.17938023,0.936580145,0.463276836,100.8022441,4.355337806,0.68,0.463276836,0,0.11303541
Sc3SnC,4.53027743,4.53027743,4.53027743,0,0.83,0.3,0.885,1.96,2.55,1.36,1.1120702,1.262122611,0.17938023,1.023520074,0.338983051,92.97675739,4.743335711,1.19,0.338983051,0,0.120660529
Sc3TlB,4.690238,4.690238,4.690238,0,1.3325,0.41,0.885,1.62,2.04,1.36,0.32005319,0.27972325,0.17938023,1.211000857,0.463276836,103.177415,5.633904343,0.68,0.463276836,0,0.183271758
ScAgO3,6.488969059,6.488969059,3.220464,0.3612,1.086666667,0.885,1.26,1.93,1.36,3.44,1.304473,0.17938023,1.461112979,0.773703744,0.702380952,132.0116807,5.052178606,2.08,0.702380952,0.349492301,0.25312861
ScAlO3,4.97364,5.264203,7.297695,4.5919,0.885,0.675,1.26,1.36,1.61,3.44,0.17938023,0.432835,1.461112979,0.78396544,0.535714286,191.0700794,4.169314923,1.83,0.535714286,0.216636165,0.153499663
ScAsO3,3.942009,3.942009,3.942009,0,0.885,0.66,1.26,1.36,2.18,3.44,0.17938023,0.8044863,1.461112979,0.79009017,0.523809524,61.25659245,4.55076208,1.26,0.523809524,0,0.47742133
ScBO3,5.799975271,5.799975081,5.799976905,4.118,0.885,0.41,1.26,1.36,2.04,3.44,0.17938023,0.27972325,1.461112979,0.908367141,0.325396825,100.6738489,3.423054231,1.4,0.325396825,1.73E-07,0.281400178
ScBPd3,4.234957,4.234957,4.234957,0,0.885,0.41,0.84625,1.36,2.04,2.2,0.17938023,0.27972325,0.5621412,0.974617718,0.484490399,75.95336425,8.199068527,0.16,0.484490399,0,0.142295265
ScBRh3,4.09667077,4.09667077,4.09667077,0,0.885,0.41,0.745,1.36,2.04,2.28,0.17938023,0.27972325,1.142892,0.99805899,0.55033557,68.75324322,8.803060283,0.24,0.55033557,0,0.122005691
ScBiO3,4.075793,4.075793,4.075793,0.6897,1.035,0.885,1.26,2.02,1.36,3.44,0.94236213,0.17938023,1.461112979,0.756669074,0.702380952,67.70743435,7.405007405,2.08,0.702380952,0,0.482740637
ScBiO3,5.600617,5.909651,8.104093,2.9082,1.035,0.885,1.26,2.02,1.36,3.44,0.94236213,0.17938023,1.461112979,0.756669074,0.702380952,268.2267729,7.476868134,2.08,0.702380952,0.208767381,0.121856329
ScBiO3,5.795522631,5.795522631,10.14259118,2.6784,1.035,0.885,1.26,2.02,1.36,3.44,0.94236213,0.17938023,1.461112979,0.756669074,0.702380952,282.2009955,7.106623446,2.08,0.702380952,0.346437358,0.115822164
ScBiO3,5.795712832,5.795712832,10.14954145,2.6897,1.035,0.885,1.26,2.02,1.36,3.44,0.94236213,0.17938023,1.461112979,0.756669074,0.702380952,282.4190213,7.101137173,2.08,0.702380952,0.346859104,0.11573275
ScBiO3,5.918435861,5.918435861,5.918435647,3.0834,1.035,0.885,1.26,2.02,1.36,3.44,0.94236213,0.17938023,1.461112979,0.756669074,0.702380952,141.5365354,7.084729769,2.08,0.702380952,2.09E-08,0.230930691
ScBiO3,6.014840323,6.014840323,6.014840772,2.1479,1.035,0.885,1.26,2.02,1.36,3.44,0.94236213,0.17938023,1.461112979,0.756669074,0.702380952,141.8802426,7.067566893,2.08,0.702380952,4.32E-08,0.230371258
ScCo3C,3.78085852,3.78097813,3.78097813,0,0.885,0.3,0.768333333,1.36,2.55,1.88,0.17938023,1.262122611,0.66225547,1.094470936,0.390455531,54.05038067,7.181779254,0.67,0.390455531,1.83E-05,0.161263711
ScCoO3,3.661868,3.661868,3.661868,0.786,0.885,0.768333333,1.26,1.36,1.88,3.44,0.17938023,0.66225547,1.461112979,0.747891434,0.60978836,49.10300326,5.136443603,1.56,0.60978836,0,0.609756462
ScCoO3,5.011454321,5.446058692,7.41955288,0.8962,0.885,0.768333333,1.26,1.36,1.88,3.44,0.17938023,0.66225547,1.461112979,0.747891434,0.60978836,202.4635706,4.982917297,1.56,0.60978836,0.215368794,0.147882769
ScCoO3,5.011564054,5.409577002,7.655569811,0,0.885,0.768333333,1.26,1.36,1.88,3.44,0.17938023,0.66225547,1.461112979,0.747891434,0.60978836,207.5436412,4.860949832,1.56,0.60978836,0.23658834,0.144263025
ScCrO3,5.088884,5.407961,7.553968,2.4178,0.94,0.885,1.26,1.66,1.36,3.44,0.67592827,0.17938023,1.461112979,0.72534726,0.702380952,207.8888721,4.631233741,2.08,0.702380952,0.222810001,0.151619878
ScCuO3,3.728893,3.728893,3.728893,0,0.885,0.82,1.26,1.36,1.9,3.44,0.17938023,1.235784,1.461112979,0.729314003,0.650793651,51.84892597,5.012149144,1.54,0.650793651,0,0.585364262
ScFeO3,3.369388344,3.369388344,11.944255,0,0.885,0.8525,1.26,1.36,1.83,3.44,0.17938023,0.15323635,1.461112979,0.718093787,0.676587302,117.4334465,4.20811525,1.61,0.676587302,0.794951535,0.260880949
ScFeO3,5.023174482,5.397466407,7.427368277,1.2694,0.885,0.8525,1.26,1.36,1.83,3.44,0.17938023,0.15323635,1.461112979,0.718093787,0.676587302,201.3698382,4.908118132,1.61,0.676587302,0.217439676,0.152138718
ScFeO3,5.102012,5.42055,7.673745,1.7076,0.885,0.8525,1.26,1.36,1.83,3.44,0.17938023,0.15323635,1.461112979,0.718093787,0.676587302,212.2228751,4.657117917,1.61,0.676587302,0.231131503,0.144358373
ScFeO3,5.847179636,5.847179636,11.581486,0.9223,0.885,0.8525,1.26,1.36,1.83,3.44,0.17938023,0.15323635,1.461112979,0.718093787,0.676587302,342.9160472,4.323275167,1.61,0.676587302,0.426713181,0.089340086
ScGaO3,3.296685446,3.296686019,11.76513134,2.6997,0.885,0.76,1.26,1.36,1.81,3.44,0.17938023,0.30116615,1.461112979,0.750976795,0.603174603,110.7344127,4.878911498,1.63,0.603174603,0.79896374,0.269832304
ScGaO3,5.064654,5.383967,7.58976,4.3308,0.885,0.76,1.26,1.36,1.81,3.44,0.17938023,0.30116615,1.461112979,0.750976795,0.603174603,206.9570444,5.221019666,1.63,0.603174603,0.22867799,0.144376442
ScGaO3,5.734680531,5.734676261,11.53189412,3.1715,0.885,0.76,1.26,1.36,1.81,3.44,0.17938023,0.30116615,1.461112979,0.750976795,0.603174603,328.4350819,4.934887554,1.63,0.603174603,0.436544613,0.090976036
ScInO3,3.466400468,3.466400468,12.748711,2.1982,0.94,0.885,1.26,1.78,1.36,3.44,0.299,0.17938023,1.461112979,0.72534726,0.702380952,132.664382,5.201301266,2.08,0.702380952,0.816879999,0.237592676
ScIr3C,4.685136,4.685136,4.685136,0,0.885,0.3,0.765,1.36,2.55,2.2,0.17938023,1.262122611,1.56405712,1.095683009,0.392156863,102.8410747,10.23080322,0.35,0.392156863,0,0.084037458
ScMnO3,5.116733912,5.422535,7.904384292,1.798,0.885,0.8775,1.26,1.36,1.55,3.44,0.17938023,-0.52,1.461112979,0.70969503,0.696428571,218.7350343,4.490925838,1.89,0.696428571,0.248677188,0.141135266
ScMnO3,5.857486453,5.857485989,11.18225755,0,0.885,0.8775,1.26,1.36,1.55,3.44,0.17938023,-0.52,1.461112979,0.70969503,0.696428571,332.2624242,4.434700161,1.89,0.696428571,0.402789966,0.092912183
ScMoN3,9.28047584,5.716124631,7.82068618,1.2502,0.885,0.775,0.63,1.36,2.16,3.04,0.17938023,0.747238,-0.07,0.762582613,1.23015873,311.7739551,3.896915427,0.88,1.23015873,0.235593599,0.025645108
ScPd3C,4.21238,4.21238,4.21238,0,0.885,0.3,0.84625,1.36,2.55,2.2,0.17938023,1.262122611,0.5621412,1.068147008,0.35450517,74.74508263,8.358262044,0.35,0.35450517,0,0.142246225
ScPdO3,4.078754,4.078754,4.078754,0,0.885,0.84625,1.26,1.36,2.2,3.44,0.17938023,0.5621412,1.461112979,0.720224629,0.671626984,67.85510676,4.879050637,1.24,0.671626984,0,0.450658596
ScRh3C,4.07473446,4.07473446,4.07473446,0,0.885,0.3,0.745,1.36,2.55,2.28,0.17938023,1.262122611,1.142892,1.103117831,0.402684564,67.65469436,8.975446555,0.27,0.402684564,0,0.121391261
ScRhO3,5.122828,5.541807,7.574297,1.0497,0.885,0.745,1.26,1.36,2.28,3.44,0.17938023,1.142892,1.461112979,0.756595075,0.591269841,215.0322019,6.049931768,1.16,0.591269841,0.215678746,0.138458246
ScRhO3,7.531681,7.560377,10.41708387,1.1199,0.885,0.745,1.26,1.36,2.28,3.44,0.17938023,1.142892,1.461112979,0.756595075,0.591269841,432.8519261,6.010970823,1.16,0.591269841,0.194949686,0.068783294
ScRu3C,4.06130662,4.06130662,4.06130662,0,0.885,0.3,0.661,1.36,2.55,2.2,0.17938023,1.262122611,1.046272,1.137723405,0.453857791,66.9880502,8.928269047,0.35,0.453857791,0,0.099208776
ScSi3Ni,10.48199976,10.48199976,3.82633472,0,0.885,0.74,0.54,1.36,1.91,1.9,0.17938023,1.1571612,1.38952128,0.787327617,1.37037037,151.0805729,4.130576629,0.01,1.37037037,0.465017934,0.043550447
ScSiO3,3.582486,3.582486,3.582486,0,0.885,0.54,1.26,1.36,1.9,3.44,0.17938023,1.38952128,1.461112979,0.842762848,0.428571429,45.9783631,4.371425835,1.54,0.428571429,0,0.624218113
ScSnO3,4.10743,4.10743,4.10743,0,0.885,0.83,1.26,1.36,1.96,3.44,0.17938023,1.1120702,1.461112979,0.725824462,0.658730159,69.29637433,5.072076719,1.48,0.658730159,0,0.439215464
ScTiO3,5.155586,5.519722,7.539189,0,0.885,0.851666667,1.26,1.36,1.54,3.44,0.17938023,0.075545,1.461112979,0.718377171,0.675925926,214.5457281,4.359703825,1.9,0.675925926,0.211484916,0.142759989
ScTiO3,5.641917911,5.641917911,5.641917629,0,0.885,0.851666667,1.26,1.36,1.54,3.44,0.17938023,0.075545,1.461112979,0.718377171,0.675925926,113.4790729,4.121270148,1.9,0.675925926,2.88E-08,0.269904795
ScTlO3,5.518153,5.681516,8.177845,1.2891,1.3325,0.885,1.26,1.62,1.36,3.44,0.32005319,0.17938023,1.461112979,0.854755805,0.702380952,256.3874995,7.703033722,2.08,0.702380952,0.230781096,0.148023295
ScUS3,3.75350386,6.400398772,9.22203523,0,0.99125,0.885,0.88,1.38,1.36,2.58,0.314979,0.17938023,2.07710426,0.749786634,1.005681818,211.8109622,5.945328807,1.22,1.005681818,0.423421716,0.073399887
ScVO3,3.786401,3.786401,3.786401,0,0.885,0.7775,1.26,1.36,1.63,3.44,0.17938023,0.527662,1.461112979,0.744526688,0.617063492,54.28499704,4.401663411,1.81,0.617063492,0,0.552817381
ScVO3,5.402772,7.81713,5.109025,1.5605,0.885,0.7775,1.26,1.36,1.63,3.44,0.17938023,0.527662,1.461112979,0.744526688,0.617063492,215.7754359,4.429499293,1.81,0.617063492,0.243222723,0.139078342
ScWN3,5.707052399,6.750560317,8.711637156,1.2255,0.885,0.766666667,0.63,1.36,2.36,3.04,0.17938023,0.81650082,-0.07,0.767132629,1.216931217,321.096533,5.602060709,0.68,1.216931217,0.216181254,0.024706755
SiAgO3,3.621317,3.621317,3.621317,0,1.086666667,0.54,1.26,1.93,1.9,3.44,1.304473,1.38952128,1.461112979,0.921996962,0.428571429,47.48972232,6.432114179,1.54,0.428571429,0,0.656395492
SiBO3,3.336259,3.336259,3.336259,0,0.54,0.41,1.26,1.9,2.04,3.44,1.38952128,0.27972325,1.461112979,0.762266133,0.325396825,37.13464488,3.885644915,1.4,0.325396825,0,0.702463846
SiBO3,3.502656,3.502656,3.502656,0,0.54,0.41,1.26,1.9,2.04,3.44,1.38952128,0.27972325,1.461112979,0.762266133,0.325396825,42.97268209,3.357762118,1.4,0.325396825,0,0.60703089
SiBiO3,3.798666,3.798666,3.798666,0,1.035,0.54,1.26,2.02,1.9,3.44,0.94236213,1.38952128,1.461112979,0.901697313,0.428571429,54.8142314,8.635714894,1.54,0.428571429,1.43E-16,0.555352791
SiCCl3,9.596517176,9.596517176,9.653504712,3.4239,0.54,0.3,0.78,1.9,2.55,3.16,1.38952128,1.262122611,3.61272528,0.864372152,0.384615385,860.7050524,1.695316511,0.61,0.384615385,0.003421738,0.007826232
SiHgO3,3.664827,3.664827,3.664827,0,1.245,0.54,1.26,2,1.9,3.44,-0.52,1.38952128,1.461112979,0.984205563,0.428571429,49.22213363,9.333758081,1.54,0.428571429,1.48E-16,0.688318356
SiMoO3,3.645503,3.645503,3.645503,0,0.775,0.54,1.26,2.16,1.9,3.44,0.747238,1.38952128,1.461112979,0.79954424,0.428571429,48.4476125,5.896102191,1.54,0.428571429,1.49E-16,0.57271896
SiPN3,4.69664,5.275995,5.293046049,4.3483,0.55,0.54,0.63,2.19,1.9,3.04,0.74660911,1.38952128,-0.07,0.713258139,0.857142857,113.8950707,2.947383559,1.14,0.857142857,0.066722219,0.039498434
SiPN3,5.302685307,5.302685307,9.419933792,3.7651,0.55,0.54,0.63,2.19,1.9,3.04,0.74660911,1.38952128,-0.07,0.713258139,0.857142857,228.8678532,2.933504677,1.14,0.857142857,0.356113616,0.01965622
SiPbO3,3.748178,3.748178,3.748178,1.1848,1.1225,0.54,1.26,2.33,1.9,3.44,0.3567212,1.38952128,1.461112979,0.93607575,0.428571429,52.65754672,8.933261804,1.54,0.428571429,0,0.602411176
SiPbO3,7.0522272,11.22191635,13.00114339,3.1905,1.1225,0.54,1.26,2.33,1.9,3.44,0.3567212,1.38952128,1.461112979,0.93607575,0.428571429,894.2667611,6.312259446,1.54,0.428571429,0.292894768,0.035472072
SiPdO3,3.598276,3.598276,3.598276,0,0.84625,0.54,1.26,2.2,1.9,3.44,0.5621412,1.38952128,1.461112979,0.827538111,0.428571429,46.58900297,6.504851023,1.54,0.428571429,0,0.608203477
SiSnO3,3.712219,3.712219,3.712219,0.7594,0.83,0.54,1.26,1.96,1.9,3.44,1.1120702,1.38952128,1.461112979,0.821153544,0.428571429,51.15649343,6.323000798,1.54,0.428571429,1.47E-16,0.551096132
SiSnO3,7.049169,11.394763,13.09830116,2.6768,0.83,0.54,1.26,1.96,1.9,3.44,1.1120702,1.38952128,1.461112979,0.821153544,0.428571429,911.6581951,4.257681888,1.54,0.428571429,0.296673429,0.03092403
Sm3AlC,5.01642188,5.01642188,5.01642188,0,0.675,0.3,1.229,1.61,2.55,1.17,0.432835,1.262122611,0.162,0.880663606,0.244100895,126.2356906,6.446545298,1.38,0.244100895,0,0.195893113
Sm3AlN,4.90354893,4.90353862,4.90353862,0,0.675,0.63,1.229,1.61,3.04,1.17,0.432835,-0.07,0.162,0.724332788,0.51261188,117.9043188,6.930183235,1.87,0.51261188,1.21E-06,0.217659538
Sm3AlN,5.468393,5.468393,5.468393,0,0.675,0.63,1.229,1.61,3.04,1.17,0.432835,-0.07,0.162,0.724332788,0.51261188,163.5231167,4.996838062,1.87,0.51261188,0,0.156938053
Sm3GaC,5.00216,5.00216,5.00216,0,0.76,0.3,1.229,1.81,2.55,1.17,0.30116615,1.262122611,0.162,0.919978945,0.244100895,125.16207,7.068898462,1.38,0.244100895,0,0.201971983
Sm3InC,5.710743,5.710743,5.710743,0,0.94,0.3,1.229,1.78,2.55,1.17,0.299,1.262122611,0.162,1.003234959,0.244100895,186.242095,5.15264808,1.38,0.244100895,0,0.144540874
Sm3InN,4.9428586,4.94285653,4.94285653,0,0.94,0.63,1.229,1.78,3.04,1.17,0.299,-0.07,0.162,0.825145913,0.51261188,120.7630844,7.97391367,1.87,0.51261188,2.42E-07,0.230649063
Sm3PbC,5.80783,5.80783,5.80783,0,1.1225,0.3,1.229,2.33,2.55,1.17,0.3567212,1.262122611,0.162,1.087647305,0.244100895,195.9032709,5.681599335,1.38,0.244100895,0,0.149894883
Sm3SnC,5.73661,5.73661,5.73661,0,0.83,0.3,1.229,1.96,2.55,1.17,1.1120702,1.262122611,0.162,0.952356284,0.244100895,188.7843448,5.11749421,1.38,0.244100895,0,0.136852179
Sm3SnN,4.91656245,4.91656245,4.91656245,0,0.83,0.63,1.229,1.96,3.04,1.17,1.1120702,-0.07,0.162,0.783298955,0.51261188,118.8460302,8.156917192,1.87,0.51261188,0,0.225248129
Sm3TlC,5.04207852,5.04207852,5.04207852,0,1.3325,0.3,1.229,1.62,2.55,1.17,0.32005319,1.262122611,0.162,1.184779321,0.244100895,128.1825225,8.646784531,1.38,0.244100895,0,0.260182367
SmAgO3,4.068937,4.068937,4.068937,0,1.229,1.086666667,1.26,1.17,1.93,3.44,0.162,1.304473,1.461112979,0.750108493,0.862433862,67.36633133,7.548294384,1.51,0.862433862,0,0.568358711
SmAl3Cu,6.06681949,6.06681949,6.06681949,0,1.229,0.82,0.675,1.17,1.9,1.61,0.162,1.235784,0.432835,0.900692076,1.214814815,92.39783841,5.298943945,0.29,1.214814815,0,0.15097862
SmAl3Ni,4.07345316,8.15999999,10.70423674,0,1.229,0.74,0.675,1.17,1.91,1.61,0.162,1.1571612,0.432835,0.951614596,1.096296296,355.8021685,5.41371669,0.3,1.096296296,0.437509593,0.037486932
SmAlO3,5.28319658,5.2813461,7.46953229,4.8614,1.229,0.675,1.26,1.17,1.61,3.44,0.162,0.432835,1.461112979,0.909692298,0.535714286,208.4178005,7.181448769,1.83,0.535714286,0.210071663,0.16410067
SmAlO3,5.312557,5.358413,7.531084,4.0771,1.229,0.675,1.26,1.17,1.61,3.44,0.162,0.432835,1.461112979,0.909692298,0.535714286,214.386423,6.981513735,1.83,0.535714286,0.20896054,0.159532028
SmBO3,4.052414513,4.052414513,8.811024,4.3574,1.229,0.41,1.26,1.17,2.04,3.44,0.162,0.27972325,1.461112979,1.054044669,0.325396825,128.4975362,5.406074521,1.4,0.325396825,0.487244326,0.258385865
SmBO3,4.298529,8.035377322,8.868765,4.6744,1.229,0.41,1.26,1.17,2.04,3.44,0.162,0.27972325,1.461112979,1.054044669,0.325396825,258.8129878,5.368101982,1.4,0.325396825,0.344388104,0.128285475
SmBO3,6.238567888,6.494456475,6.490059025,5.2713,1.229,0.41,1.26,1.17,2.04,3.44,0.162,0.27972325,1.461112979,1.054044669,0.325396825,235.3941317,5.902162905,1.4,0.325396825,0.022860705,0.141048321
SmBPd3,4.359961,4.359961,4.359961,0,1.229,0.41,0.84625,1.17,2.04,2.2,0.162,0.27972325,0.5621412,1.16827461,0.484490399,82.8796319,9.625699657,0.16,0.484490399,0,0.189191383
SmBRh3,4.20876944,4.20876944,4.20876944,0,1.229,0.41,0.745,1.17,2.04,2.28,0.162,0.27972325,1.142892,1.208692298,0.55033557,74.55304842,10.46592416,0.24,0.55033557,0,0.177867911
SmBS3,6.05639122,7.40821426,8.86847161,2.4295,1.229,0.41,0.88,1.17,2.04,2.58,0.162,0.27972325,2.07710426,1.156211967,0.465909091,397.9021042,4.2961954,0.54,0.465909091,0.188920038,0.041789451
SmBeO3,3.626649,3.626649,3.626649,0,1.229,0.59,1.26,1.17,1.57,3.44,0.162,-0.52,1.461112979,0.951488971,0.468253968,47.69980187,7.219036706,1.87,0.468253968,0,0.708043632
SmBiS3,4.0460441,10.90302464,11.01537037,1.6508,1.229,1.035,0.88,1.17,2.02,2.58,0.162,0.94236213,2.07710426,0.778858192,1.176136364,485.933354,6.226650809,0.56,1.176136364,0.461212302,0.043182056
SmBiTe3,10.98769055,10.98769055,10.98769005,0.9818,1.229,1.035,1.293333333,1.17,2.02,2.1,0.162,0.94236213,1.9708757,0.766139606,0.800257732,182.6076813,6.748637945,0.08,0.800257732,2.60E-08,0.216889667
SmCoGe3,4.265157222,4.265157752,5.737746531,0,1.229,0.768333333,0.77,1.17,1.88,2.01,0.162,0.66225547,1.232676413,0.918994546,0.997835498,88.7996473,7.988817767,0.13,0.997835498,0.178762829,0.173566886
SmCoO3,3.756973,3.756973,3.756973,0.8039,1.229,0.768333333,1.26,1.17,1.88,3.44,0.162,0.66225547,1.461112979,0.867832998,0.60978836,53.02909578,8.056754629,1.56,0.60978836,0,0.656492084
SmCoO3,5.2555446,5.38013421,7.49230809,0,1.229,0.768333333,1.26,1.17,1.88,3.44,0.162,0.66225547,1.461112979,0.867832998,0.60978836,211.8490218,8.066922551,1.56,0.60978836,0.2080167,0.16433015
SmCoSb3,6.183406,12.107378,12.597188,0,1.229,0.768333333,0.83,1.17,1.88,2.05,0.162,0.66225547,1.04740119,0.911044478,0.925702811,943.0863856,8.093436627,0.17,0.925702811,0.346738175,0.017878535
SmCoSi3,5.57469554,5.57469554,5.57469554,0,1.229,0.768333333,0.54,1.17,1.88,1.9,0.162,0.66225547,1.38952128,0.956224831,1.422839506,79.47229952,6.133592956,0.02,1.422839506,0,0.146648159
SmCrGe3,6.133340649,6.133340649,5.713972,0,1.229,0.94,0.77,1.17,1.66,2.01,0.162,0.67592827,1.232676413,0.826736809,1.220779221,186.1499319,7.498094421,0.35,1.220779221,0.040397187,0.091280669
SmCrO3,3.877573,3.877573,3.877573,1.7362,1.229,0.94,1.26,1.17,1.66,3.44,0.162,0.67592827,1.461112979,0.800115726,0.746031746,58.30152946,7.130569292,1.78,0.746031746,0,0.624209929
SmCrO3,5.35209304,5.54722294,7.65437822,2.4802,1.229,0.94,1.26,1.17,1.66,3.44,0.162,0.67592827,1.461112979,0.800115726,0.746031746,227.2527737,7.317368916,1.78,0.746031746,0.206421871,0.160140591
SmCrS3,3.7509318,7.80132717,12.91934762,0,1.229,0.94,0.88,1.17,1.66,2.58,0.162,0.67592827,2.07710426,0.819512878,1.068181818,378.0491303,5.245410981,0.92,1.068181818,0.563251489,0.052423232
SmCrSb3,6.086664,6.231522,13.037691,0,1.229,0.94,0.83,1.17,1.66,2.05,0.162,0.67592827,1.04740119,0.822685174,1.13253012,494.5089368,7.624387342,0.39,1.13253012,0.469952685,0.037289952
SmCuO3,3.809085,3.809085,3.809085,0,1.229,0.82,1.26,1.17,1.9,3.44,0.162,1.235784,1.461112979,0.846276249,0.650793651,55.26650387,7.869181608,1.54,0.650793651,0,0.63732666
SmCuO3,5.28006365,6.29098458,7.09825327,0.1218,1.229,0.82,1.26,1.17,1.9,3.44,0.162,1.235784,1.461112979,0.846276249,0.650793651,235.7812521,7.378061688,1.54,0.650793651,0.146389042,0.149387689
SmCuO3,5.334263108,5.334263108,5.334263034,0,1.229,0.82,1.26,1.17,1.9,3.44,0.162,1.235784,1.461112979,0.846276249,0.650793651,113.176091,7.685406909,1.54,0.650793651,7.96E-09,0.311221354
SmDyO3,5.801912,6.059173,8.477487,4.822,1.229,1.131,1.26,1.17,1.22,3.44,0.162,0.0153,1.461112979,0.736200166,0.897619048,298.0242628,8.042555098,2.22,0.897619048,0.217728319,0.130772254
SmErO3,5.743181,6.000227,8.429139,4.8916,1.229,1.03,1.26,1.17,1.24,3.44,0.162,0.312,1.461112979,0.76867013,0.817460317,290.4714148,8.360501077,2.2,0.817460317,0.22041621,0.129067625
SmFeO3,3.909141,3.909141,3.909141,0.7235,1.229,0.8525,1.26,1.17,1.83,3.44,0.162,0.15323635,1.461112979,0.833256614,0.676587302,59.73708222,7.066202914,1.61,0.676587302,0,0.59441231
SmFeO3,5.388497242,5.6492765,7.715669676,1.545,1.229,0.8525,1.26,1.17,1.83,3.44,0.162,0.15323635,1.461112979,0.833256614,0.676587302,234.8735553,7.188793033,1.61,0.676587302,0.203962209,0.151181162
SmFeO3,7.90017,6.194917,6.619385,0.1274,1.229,0.8525,1.26,1.17,1.83,3.44,0.162,0.15323635,1.461112979,0.833256614,0.676587302,323.9586424,5.211953493,1.61,0.676587302,0.128567776,0.109607994
SmFeSb3,6.152078,12.136628,12.721705,0,1.229,0.8525,0.83,1.17,1.83,2.05,0.162,0.15323635,1.04740119,0.865469693,1.027108434,949.8722371,7.992427877,0.22,1.027108434,0.351739924,0.018482779
SmGa3Ag,4.22360167,4.22360167,6.19404599,0,1.229,1.086666667,0.76,1.17,1.93,1.81,0.162,1.304473,0.30116615,0.76172264,1.429824561,96.80214057,8.017708138,0.12,1.429824561,0.233102353,0.192837783
SmGa3Au,4.244801622,4.244801622,6.201054685,0,1.229,1.07,0.76,1.17,2.54,1.81,0.162,2.30861025,0.30116615,0.768660004,1.407894737,97.91348896,9.437745938,0.73,1.407894737,0.230645197,0.188161699
SmGa3Cu,6.040623355,6.040623355,6.040623355,0,1.229,0.82,0.76,1.17,1.9,1.81,0.162,1.235784,0.30116615,0.890283423,1.078947368,89.67616069,7.834106191,0.09,1.078947368,0,0.173978069
SmGa3Ni,4.186159122,4.186158408,5.862695962,0,1.229,0.74,0.76,1.17,1.91,1.81,0.162,1.1571612,0.30116615,0.937765205,0.973684211,88.64675744,7.834179769,0.1,0.973684211,0.203993316,0.16909269
SmGa3Ni,6.046686036,6.046686036,6.046686036,0,1.229,0.74,0.76,1.17,1.91,1.81,0.162,1.1571612,0.30116615,0.937765205,0.973684211,89.14653771,7.79025918,0.1,0.973684211,0,0.168144709
SmGa3Pd,6.12812203,6.12812203,6.12812203,0,1.229,0.84625,0.76,1.17,2.2,1.81,0.162,0.5621412,0.30116615,0.875734044,1.113486842,93.10332644,8.310406804,0.39,1.113486842,0,0.170033282
SmGa3Pt,6.140150795,6.140150795,6.140150795,0,1.229,0.805,0.76,1.17,2.28,1.81,0.162,2.125105,0.30116615,0.898816491,1.059210526,92.64604768,9.940591924,0.47,1.059210526,0,0.167057803
SmGaO3,3.862137,3.862137,3.862137,2.872,1.229,0.76,1.26,1.17,1.81,3.44,0.162,0.30116615,1.461112979,0.871413167,0.603174603,57.60803023,7.727382864,1.63,0.603174603,0,0.60324975
SmGdS3,3.96655604,7.40210746,15.38183537,0.6825,1.229,1.075,0.88,1.17,1.2,2.58,0.162,0.2123,2.07710426,0.762922474,1.221590909,451.624131,5.938867582,1.38,1.221590909,0.656785298,0.047701472
SmGeO3,3.946684,3.946684,3.946684,0,1.229,0.77,1.26,1.17,2.01,3.44,0.162,1.232676413,1.461112979,0.867120491,0.611111111,61.47479159,7.320124012,1.43,0.611111111,0,0.566501675
SmGePd3,4.714479,4.714479,4.714479,0,1.229,0.77,0.84625,1.17,2.01,2.2,0.162,1.232676413,0.5621412,0.908055671,0.909896603,104.7854823,8.59321248,0.19,0.909896603,0,0.165134875
SmHoO3,5.765116,6.024105,8.446944,4.5947,1.229,1.041,1.26,1.17,1.23,3.44,0.162,0.338,1.461112979,0.764995479,0.826190476,293.359528,8.225467011,2.21,0.826190476,0.219300832,0.128302209
SmIn3Pt,9.82521714,9.82521714,9.82521714,0,1.229,0.805,0.94,1.17,2.28,1.78,0.162,2.125105,0.299,0.879052293,0.856382979,948.476274,9.662677812,0.5,0.856382979,0,0.021506428
SmInO3,5.622973,5.952571,8.238917,2.9444,1.229,0.94,1.26,1.17,1.78,3.44,0.162,0.299,1.461112979,0.800115726,0.746031746,275.7659939,7.54322616,1.66,0.746031746,0.215711013,0.131968388
SmLuO3,5.699036,5.958661,8.299142,4.7782,1.229,1.001,1.26,1.17,1.27,3.44,0.162,0.23887,1.461112979,0.778529233,0.794444444,281.827439,8.798590817,2.17,0.794444444,0.215282604,0.131692715
SmLuSe3,4.07736948,11.48893361,11.77183871,0.7935,1.229,1.001,1.013333333,1.17,1.27,2.55,0.162,0.23887,2.020604712,0.787262244,0.987828947,521.8042975,7.156450734,1.28,0.987828947,0.478784898,0.048012084
