formula,rA,rB,rX,chi_A,chi_B,chi_X,tolerance_factor,octahedral_factor,volume,density
CsNaI3,1.81,1.16,1.2733333333333334,0.79,0.93,2.66,0.8961267946755537,0.9109947643979056,115.26429629629634,7.730758373396635
CsNaBr3,1.81,1.16,0.8825000000000001,0.79,0.93,2.96,0.9322754272279825,1.3144475920679886,68.167314125,9.637120217049205
CsNaCl3,1.81,1.16,0.7799999999999999,0.79,0.93,3.16,0.9441665816066144,1.4871794871794872,58.411072,7.455667975367808
CsNaF3,1.81,1.16,0.705,0.79,0.93,3.98,0.9536955227502837,1.6453900709219857,51.89511699999998,6.812223594209786
CsNaO3,1.81,1.16,1.26,0.79,0.93,3.44,0.8971676388418064,0.9206349206349206,113.379904,2.9862514728699123
CsNaS3,1.81,1.16,0.88,0.79,0.93,2.58,0.932551238317109,1.3181818181818181,67.91731200000001,6.163604433193353
CsNaSe3,1.81,1.16,1.0133333333333334,0.79,0.93,2.55,0.9187268420093544,1.144736842105263,82.12379496296296,7.942081157243768
CsMgI3,1.81,0.86,1.2733333333333334,0.79,1.31,2.66,1.0221446251768034,0.675392670157068,77.6722962962963,11.500425626415227
CsMgBr3,1.81,0.86,0.8825000000000001,0.79,1.31,2.96,1.092781957023331,0.9745042492917846,42.32610912500001,15.57243644086456
CsMgCl3,1.81,0.86,0.7799999999999999,0.79,1.31,3.16,1.116879980680995,1.1025641025641026,35.28755199999999,12.403172709727272
CsMgF3,1.81,0.86,0.705,0.79,1.31,3.98,1.136512555865354,1.2198581560283688,30.664296999999998,11.599978420958289
CsMgO3,1.81,0.86,1.26,0.79,1.31,3.44,1.0241253235835714,0.6825396825396826,76.225024,4.47051283783168
CsMgS3,1.81,0.86,0.88,0.79,1.31,2.58,1.0933359345786797,0.9772727272727273,42.144192,9.98475634260481
CsMgSe3,1.81,0.86,1.0133333333333334,0.79,1.31,2.55,1.0658539163524892,0.8486842105263157,52.59387496296298,12.442853622018225
CsAlI3,1.81,0.675,1.2733333333333334,0.79,1.61,2.66,1.1192002739318292,0.5301047120418848,59.16702996296298,15.172454458969163
CsAlBr3,1.81,0.675,0.8825000000000001,0.79,1.61,2.96,1.2225827031224104,0.7648725212464589,30.225545875000005,21.953788615744475
CsAlCl3,1.81,0.675,0.7799999999999999,0.79,1.61,3.16,1.2588887754754856,0.8653846153846155,24.642171000000005,17.94169039556455
CsAlF3,1.81,0.675,0.705,0.79,1.61,3.98,1.2888711231371588,0.9574468085106385,21.024575999999996,17.12994280079338
CsAlO3,1.81,0.675,1.26,0.79,1.61,3.44,1.1220391142104245,0.5357142857142857,57.960603000000006,5.955934398286113
CsAlS3,1.81,0.675,0.88,0.79,1.61,2.58,1.2234112708468825,0.7670454545454546,30.08023100000001,14.136995463001334
CsAlSe3,1.81,0.675,1.0133333333333334,0.79,1.61,2.55,1.1826454116290206,0.6661184210526315,38.50034062962964,17.11315997731454
CsSiI3,1.81,0.54,1.2733333333333334,0.79,1.9,2.66,1.2025230884432982,0.42408376963350786,47.700498962962975,18.85813148760561
CsSiBr3,1.81,0.54,0.8825000000000001,0.79,1.9,2.96,1.3386098840865759,0.6118980169971672,23.027501125000004,28.895817014868065
CsSiCl3,1.81,0.54,0.7799999999999999,0.79,1.9,3.16,1.3876387638763878,0.6923076923076924,18.399743999999995,24.128347472605626
CsSiF3,1.81,0.54,0.705,0.79,1.9,3.98,1.4286282328749225,0.7659574468085107,15.438249000000004,23.447153765518628
CsSiO3,1.81,0.54,1.26,0.79,1.9,3.44,1.2061920477762063,0.4285714285714286,46.656000000000006,7.438330826378952
CsSiS3,1.81,0.54,0.88,0.79,1.9,2.58,1.3397214973006357,0.6136363636363636,22.906303999999995,18.64453135064755
CsSiSe3,1.81,0.54,1.0133333333333334,0.79,1.9,2.55,1.2854289720817573,0.5328947368421052,29.983613629629637,22.035225987753865
CsKI3,1.81,1.52,1.2733333333333334,0.79,0.82,2.66,0.7806355132615205,1.193717277486911,174.36458429629633,5.263855026874592
CsKBr3,1.81,1.52,0.8825000000000001,0.79,0.82,2.96,0.792579629599648,1.7223796033994334,110.93796012499998,6.1627784586658025
CsKCl3,1.81,1.52,0.7799999999999999,0.79,0.82,3.16,0.7963839862247094,1.948717948717949,97.33599999999998,4.748942104956003
CsKF3,1.81,1.52,0.705,0.79,0.82,3.98,0.7993897303052938,2.1560283687943262,88.121125,4.315317243877349
CsKO3,1.81,1.52,1.26,0.79,0.82,3.44,0.7809876568335149,1.2063492063492063,171.87961600000006,2.1255014621660737
CsKS3,1.81,1.52,0.88,0.79,0.82,2.58,0.7926685525695427,1.7272727272727273,110.59199999999998,4.02709884209048
CsKSe3,1.81,1.52,1.0133333333333334,0.79,0.82,2.55,0.7881709223553934,1.5,130.06696296296295,5.220259617661219
CsCaI3,1.81,1.14,1.2733333333333334,0.79,1.0,2.66,0.9035532598247988,0.8952879581151831,112.44545896296293,8.17691323586418
CsCaBr3,1.81,1.14,0.8825000000000001,0.79,1.0,2.96,0.9414944672994582,1.2917847025495748,66.18439112499999,10.354600645376744
CsCaCl3,1.81,1.14,0.7799999999999999,0.79,1.0,3.16,0.9540016501650165,1.4615384615384617,56.62310399999999,8.192237163086533
CsCaF3,1.81,1.14,0.705,0.79,1.0,3.98,0.9640336855985253,1.6170212765957446,50.24340899999998,7.600946791100256
CsCaO3,1.81,1.14,1.26,0.79,1.0,3.44,0.9046440358321548,0.9047619047619047,110.59199999999998,3.318117434124165
CsCaS3,1.81,1.14,0.88,0.79,1.0,2.58,0.9417844188945061,1.2954545454545454,65.93926400000001,6.778840954223974
CsCaSe3,1.81,1.14,1.0133333333333334,0.79,1.0,2.55,0.927259908653404,1.1249999999999998,79.87737362962963,8.520688044318026
CsScI3,1.81,0.885,1.2733333333333334,0.79,1.36,2.66,1.0103051121438675,0.6950261780104712,80.43508796296295,11.531744888590675
CsScBr3,1.81,0.885,0.8825000000000001,0.79,1.36,2.96,1.0773253522563813,1.0028328611898016,44.174155375000005,15.69725750143914
CsScCl3,1.81,0.885,0.7799999999999999,0.79,1.36,3.16,1.1001100110011002,1.1346153846153848,36.926037,12.781497501377652
CsScF3,1.81,0.885,0.705,0.79,1.36,3.98,1.1186428615907416,1.2553191489361704,32.15743199999999,12.12776042519977
CsScO3,1.81,0.885,1.26,0.79,1.36,3.44,1.0121891310010125,0.7023809523809523,78.95358900000001,4.750352717313771
CsScS3,1.81,0.885,0.88,0.79,1.36,2.58,1.0778495898962621,1.0056818181818181,43.98697700000001,10.346060745837375
CsScSe3,1.81,0.885,1.0133333333333334,0.79,1.36,2.55,1.0518172098158016,0.8733552631578947,54.727726629629636,12.584303746646146
CsTiI3,1.81,0.8516666666666667,1.2733333333333334,0.79,1.54,2.66,1.0261530354716144,0.668848167539267,76.765625,12.145944266368998
CsTiBr3,1.81,0.8516666666666667,0.8825000000000001,0.79,1.54,2.96,1.0980331917999928,0.9650613786591123,41.721747412037054,16.735808624622713
CsTiCl3,1.81,0.8516666666666667,0.7799999999999999,0.79,1.54,3.16,1.1225841685292126,1.091880341880342,34.7523607037037,13.720050331521996
CsTiF3,1.81,0.8516666666666667,0.705,0.79,1.54,3.98,1.142596670190115,1.2080378250591017,30.1770557037037,13.083838377245572
CsTiO3,1.81,0.8516666666666667,1.26,0.79,1.54,3.44,1.028166859982875,0.6759259259259259,75.32967270370372,5.043052369081777
CsTiS3,1.81,0.8516666666666667,0.88,0.79,1.54,2.58,1.098597416458269,0.9678030303030303,41.54156737037037,11.071465366483459
CsTiSe3,1.81,0.8516666666666667,1.0133333333333334,0.79,1.54,2.55,1.0706164450225182,0.8404605263157894,51.89511700000002,13.364348395503514
CsVI3,1.81,0.7775000000000001,1.2733333333333334,0.79,1.63,2.66,1.0632629989648992,0.6106020942408377,69.00508417129629,13.585904006597797
CsVBr3,1.81,0.7775000000000001,0.8825000000000001,0.79,1.63,2.96,1.1470919036826228,0.8810198300283286,36.59436800000001,19.220242493821726
CsVCl3,1.81,0.7775000000000001,0.7799999999999999,0.79,1.63,3.16,1.176040557506794,0.996794871794872,30.225545875000005,15.943784330064538
CsVF3,1.81,0.7775000000000001,0.705,0.79,1.63,3.98,1.1997586171529706,1.1028368794326242,26.065982124999998,15.343260971558191
CsVO3,1.81,0.7775000000000001,1.26,0.79,1.63,3.44,1.065592974722538,0.6170634920634921,67.667921875,5.689504279401485
CsVS3,1.81,0.7775000000000001,0.88,0.79,1.63,2.58,1.1477553702364416,0.8835227272727274,36.42928087500001,12.765321190434966
CsVSe3,1.81,0.7775000000000001,1.0133333333333334,0.79,1.63,2.55,1.114955609102092,0.7672697368421053,45.946823837962974,15.205618407329759
CsCrI3,1.81,0.94,1.2733333333333334,0.79,1.66,2.66,0.9851996387246299,0.7382198952879581,86.74220562962964,10.828035650398688
CsCrBr3,1.81,0.94,0.8825000000000001,0.79,1.66,2.96,1.0448134760566004,1.065155807365439,48.427561125000004,14.559970725793203
CsCrCl3,1.81,0.94,0.7799999999999999,0.79,1.66,3.16,1.0649320746028093,1.2051282051282053,40.70758399999998,11.881344521032812
CsCrF3,1.81,0.94,0.705,0.79,1.66,3.98,1.081241428528437,1.3333333333333333,35.611289,11.279805447571887
CsCrO3,1.81,0.94,1.26,0.79,1.66,3.44,0.9868844027259869,0.7460317460317459,85.18400000000003,4.5401504568866065
CsCrS3,1.81,0.94,0.88,0.79,1.66,2.58,1.0452772121796168,1.0681818181818181,48.228543999999985,9.67855709140537
CsCrSe3,1.81,0.94,1.0133333333333334,0.79,1.66,2.55,1.0222011962288378,0.9276315789473683,59.6237202962963,11.747021357635509
CsMnI3,1.81,0.8775,1.2733333333333334,0.79,1.55,2.66,1.0138280668162019,0.6891361256544501,79.59948583796297,11.861044249308247
CsMnBr3,1.81,0.8775,0.8825000000000001,0.79,1.55,2.96,1.0819162273370195,0.9943342776203965,43.614208,16.278851173818897
CsMnCl3,1.81,0.8775,0.7799999999999999,0.79,1.55,3.16,1.1050878843540464,1.125,36.42928087499998,13.41080985358055
CsMnF3,1.81,0.8775,0.705,0.79,1.55,3.98,1.1239444865271906,1.2446808510638299,31.704517125000002,12.82384269877686
CsMnO3,1.81,0.8775,1.26,0.79,1.55,3.44,1.015740671811542,0.6964285714285714,78.12829687500002,5.012697332189851
CsMnS3,1.81,0.8775,0.88,0.79,1.55,2.58,1.0824492325273984,0.9971590909090908,43.42861587499999,10.860766244343868
CsMnSe3,1.81,0.8775,1.0133333333333334,0.79,1.55,2.55,1.0559892481094737,0.8659539473684209,54.081625504629635,13.041147301985644
CsFeI3,1.81,0.8525,1.2733333333333334,0.79,1.83,2.66,1.0257507802636678,0.6695026178010471,76.85597292129631,12.304041666700293
CsFeBr3,1.81,0.8525,0.8825000000000001,0.79,1.83,2.96,1.0975057983361118,0.9660056657223796,41.781923000000006,17.028782292000702
CsFeCl3,1.81,0.8525,0.7799999999999999,0.79,1.83,3.16,1.1220111291374162,1.092948717948718,34.80563462499999,14.079680879528249
CsFeF3,1.81,0.8525,0.705,0.79,1.83,3.98,1.1419853290075626,1.2092198581560285,30.225545875000005,13.501155994054733
CsFeO3,1.81,0.8525,1.26,0.79,1.83,3.44,1.0277612714779512,0.6765873015873016,75.41889062499997,5.212746719927039
CsFeS3,1.81,0.8525,0.88,0.79,1.83,2.58,1.0980689905725267,0.96875,41.601569624999996,11.373948603650351
CsFeSe3,1.81,0.8525,1.0133333333333334,0.79,1.83,2.55,1.070138277784902,0.841282894736842,51.96471258796297,13.601393691005896
CsCoI3,1.81,0.7683333333333334,1.2733333333333334,0.79,1.88,2.66,1.0680368328378027,0.6034031413612566,68.08391203703707,13.964639413650934
CsCoBr3,1.81,0.7683333333333334,0.8825000000000001,0.79,1.88,2.96,1.1534614195536521,0.8706326723323891,35.991477504629636,19.910920820782874
CsCoCl3,1.81,0.7683333333333334,0.7799999999999999,0.79,1.88,3.16,1.1830031227019364,0.9850427350427353,29.695003296296296,16.675546781325046
CsCoF3,1.81,0.7683333333333334,0.705,0.79,1.88,3.98,1.207223178685031,1.0898345153664304,25.5854482962963,16.15011757418296
CsCoO3,1.81,0.7683333333333334,1.26,0.79,1.88,3.44,1.070408719472722,0.6097883597883599,66.7587152962963,5.9657793183691155
CsCoS3,1.81,0.7683333333333334,0.88,0.79,1.88,2.58,1.1541382362994352,0.8731060606060607,35.82820996296297,13.349879984233185
CsCoSe3,1.81,0.7683333333333334,1.0133333333333334,0.79,1.88,2.55,1.1206920504959756,0.7582236842105263,45.24487070370371,15.734837810026248
CsNiI3,1.81,0.74,1.2733333333333334,0.79,1.91,2.66,1.083067152505222,0.581151832460733,65.28855229629633,14.556442894949354
CsNiBr3,1.81,0.74,0.8825000000000001,0.79,1.91,2.96,1.1736040432130381,0.838526912181303,34.169931125000005,20.960687861049045
CsNiCl3,1.81,0.74,0.7799999999999999,0.79,1.91,3.16,1.2050547159979155,0.9487179487179488,28.094464000000002,17.611377756343437
CsNiF3,1.81,0.74,0.705,0.79,1.91,3.98,1.2308942214043452,1.049645390070922,24.137568999999992,17.102376792806496
CsNiO3,1.81,0.74,1.26,0.79,1.91,3.44,1.0855728429985858,0.5873015873015873,64.0,6.2167119494146466
CsNiS3,1.81,0.74,0.88,0.79,1.91,2.58,1.1743237815845076,0.8409090909090909,34.012224,14.050951351563022
CsNiSe3,1.81,0.74,1.0133333333333334,0.79,1.91,2.55,1.1388020931370701,0.7302631578947367,43.12046696296297,16.50080702040003
CsCuI3,1.81,0.82,1.2733333333333334,0.79,1.9,2.66,1.041676051135596,0.643979057591623,73.38463762962962,13.06032480882372
CsCuBr3,1.81,0.82,0.8825000000000001,0.79,1.9,2.96,1.1184567166597086,0.9291784702549574,39.477655125000005,18.346666702395943
CsCuCl3,1.81,0.82,0.7799999999999999,0.79,1.9,3.16,1.14480198019802,1.0512820512820513,32.767999999999994,15.345469317377624
CsCuF3,1.81,0.82,0.705,0.79,1.9,3.98,1.1663227212651008,1.1631205673758864,28.372624999999996,14.833591186088846
CsCuO3,1.81,0.82,1.26,0.79,1.9,3.44,1.043820041344794,0.6507936507936507,71.991296,5.638566153724693
CsCuS3,1.81,0.82,0.88,0.79,1.9,2.58,1.1190614859805308,0.9318181818181818,39.303999999999995,12.364192576030504
CsCuSe3,1.81,0.82,1.0133333333333334,0.79,1.9,2.55,1.089108910891089,0.8092105263157894,49.296296296296305,14.597052482121027
CsZnI3,1.81,0.88,1.2733333333333334,0.79,1.65,2.66,1.012651021846988,0.6910994764397905,79.87737362962963,12.037462128782602
CsZnBr3,1.81,0.88,0.8825000000000001,0.79,1.65,2.96,1.080381594390442,0.9971671388101983,43.800328125000014,16.60665726720517
CsZnCl3,1.81,0.88,0.7799999999999999,0.79,1.65,3.16,1.1034235953715854,1.1282051282051284,36.594367999999996,13.82546066062199
CsZnF3,1.81,0.88,0.705,0.79,1.65,3.98,1.1221717034254124,1.24822695035461,31.855013,13.30910072831231
CsZnO3,1.81,0.88,1.26,0.79,1.65,3.44,1.0145540588771829,0.6984126984126984,78.402752,5.216925823992379
CsZnS3,1.81,0.88,0.88,0.79,1.65,2.58,1.080911662594831,1.0,43.614208,11.21322394759059
CsZnSe3,1.81,0.88,1.0133333333333334,0.79,1.65,2.55,1.054594896109329,0.8684210526315789,54.296424296296316,13.309795077113671
CsGaI3,1.81,0.76,1.2733333333333334,0.79,1.81,2.66,1.0724140329723841,0.5968586387434555,67.25362962962961,14.403454480107238
CsGaBr3,1.81,0.76,0.8825000000000001,0.79,1.81,2.96,1.1593135830217072,0.8611898016997167,35.449174125000006,20.72095580427232
CsGaCl3,1.81,0.76,0.7799999999999999,0.79,1.81,3.16,1.1894046547511894,0.9743589743589745,29.218112,17.56094740698512
CsGaF3,1.81,0.76,0.705,0.79,1.81,3.98,1.2140902047298834,1.0780141843971631,25.15375699999999,17.139599054637248
CsGaO3,1.81,0.76,1.26,0.79,1.81,3.44,1.0748245970283026,0.6031746031746031,65.93926400000001,6.311642704412759
CsGaS3,1.81,0.76,0.88,0.79,1.81,2.58,1.1600027598578673,0.8636363636363636,35.287552000000005,14.062171685354478
CsGaSe3,1.81,0.76,1.0133333333333334,0.79,1.81,2.55,1.1259584605077049,0.75,44.6129682962963,16.35932424257425
CsGeI3,1.81,0.77,1.2733333333333334,0.79,2.01,2.66,1.0671656771829596,0.6047120418848168,68.2507842962963,14.263989911752082
CsGeBr3,1.81,0.77,0.8825000000000001,0.79,2.01,2.96,1.1522980696600025,0.8725212464589235,36.100597625000006,20.481230912067353
CsGeCl3,1.81,0.77,0.7799999999999999,0.79,2.01,3.16,1.1817310763334399,0.9871794871794873,29.79099999999999,17.38584249748506
CsGeF3,1.81,0.77,0.705,0.79,2.01,3.98,1.2058590846978159,1.0921985815602837,25.672375000000006,16.982036737035475
CsGeO3,1.81,0.77,1.26,0.79,2.01,3.44,1.0695298945798872,0.6111111111111112,66.92341600000003,6.291205760314491
CsGeS3,1.81,0.77,0.88,0.79,2.01,2.58,1.152972440101153,0.875,35.937,13.942831072684147
CsGeSe3,1.81,0.77,1.0133333333333334,0.79,2.01,2.55,1.1196446747478486,0.7598684210526315,45.37196296296297,16.192420858266416
CsAsI3,1.81,0.6599999999999999,1.2733333333333334,0.79,2.18,2.66,1.1278837243330244,0.5183246073298429,57.81096296296296,16.905396884518037
CsAsBr3,1.81,0.6599999999999999,0.8825000000000001,0.79,2.18,2.96,1.2344716759242491,0.7478753541076486,29.360639125,25.311896221018632
CsAsCl3,1.81,0.6599999999999999,0.7799999999999999,0.79,2.18,3.16,1.2720022002200222,0.8461538461538461,23.887871999999998,21.840807265548857
CsAsF3,1.81,0.6599999999999999,0.705,0.79,2.18,3.98,1.303034542072732,0.9361702127659574,20.346416999999988,21.61353470099798
CsAsO3,1.81,0.6599999999999999,1.26,0.79,2.18,3.44,1.1308050447901934,0.5238095238095237,56.62310399999999,7.5025515155906515
CsAsS3,1.81,0.6599999999999999,0.88,0.79,2.18,2.58,1.2353276143940926,0.7499999999999999,29.218112,17.278744593510144
CsAsSe3,1.81,0.6599999999999999,1.0133333333333334,0.79,2.18,2.55,1.1932468147213129,0.6513157894736841,37.48326162962963,19.701345663360122
CsRbI3,1.81,1.66,1.2733333333333334,0.79,0.82,2.66,0.7433779092194934,1.3036649214659684,201.9176296296297,4.9269103517089
CsRbBr3,1.81,1.66,0.8825000000000001,0.79,0.82,2.96,0.7489370934565012,1.8810198300283283,131.483989125,5.785390616961658
CsRbCl3,1.81,1.66,0.7799999999999999,0.79,0.82,3.16,0.7506898230806687,2.128205128205128,116.214272,4.640077208294913
CsRbF3,1.81,1.66,0.705,0.79,0.82,3.98,0.7520685623379615,2.354609929078014,105.82381699999996,4.321057293937523
CsRbO3,1.81,1.66,1.26,0.79,0.82,3.44,0.7435430431497163,1.3174603174603174,199.17670399999997,2.220794562311522
CsRbS3,1.81,1.66,0.88,0.79,0.82,2.58,0.7489781599082294,1.8863636363636362,131.09651200000002,3.984584129913833
CsRbSe3,1.81,1.66,1.0133333333333334,0.79,0.82,2.55,0.7468951383916447,1.6381578947368418,152.8443282962963,4.946100969737454
CsSrI3,1.81,1.32,1.2733333333333334,0.79,0.95,2.66,0.8408387662122804,1.0366492146596857,139.52917096296304,7.155521303824517
CsSrBr3,1.81,1.32,0.8825000000000001,0.79,0.95,2.96,0.8645505380763469,1.4957507082152974,85.47473012500001,8.941357656964847
CsSrCl3,1.81,1.32,0.7799999999999999,0.79,0.95,3.16,0.8722300801508722,1.6923076923076925,74.08800000000001,7.3266533109477185
CsSrF3,1.81,1.32,0.705,0.79,0.95,3.98,0.8783418024342118,1.8723404255319152,66.43012499999999,6.937284432866393
CsSrO3,1.81,1.32,1.26,0.79,0.95,3.44,0.8415293356578183,1.0476190476190477,137.38809600000002,3.245582767942577
CsSrS3,1.81,1.32,0.88,0.79,0.95,2.58,0.8647293300758646,1.5,85.18400000000003,6.1741521520234715
CsSrSe3,1.81,1.32,1.0133333333333334,0.79,0.95,2.55,0.8557284299858557,1.3026315789473684,101.62962962962965,7.473778846670565
CsYI3,1.81,1.04,1.2733333333333334,0.79,1.22,2.66,0.9426117580881185,0.8167539267015707,99.03863229629631,10.102514404737871
CsYBr3,1.81,1.04,0.8825000000000001,0.79,1.22,2.96,0.9904668713202363,1.178470254957507,56.84457612500001,13.482295743806787
CsYCl3,1.81,1.04,0.7799999999999999,0.79,1.22,3.16,1.0064193232510066,1.3333333333333335,48.228543999999985,11.299373760275877
CsYF3,1.81,1.04,0.705,0.79,1.22,3.98,1.0192791690139131,1.4751773049645391,42.50854900000001,10.891454472000072
CsYO3,1.81,1.04,1.26,0.79,1.22,3.44,0.9439763852161616,0.8253968253968255,97.33599999999998,4.603021399754011
CsYS3,1.81,1.04,0.88,0.79,1.22,2.58,0.9908356907119283,1.1818181818181819,56.62310399999999,9.32612650458695
CsYSe3,1.81,1.04,1.0133333333333334,0.79,1.22,2.55,0.9724186704384722,1.026315789473684,69.257746962963,10.997941220880845
CsZrI3,1.81,0.86,1.2733333333333334,0.79,1.33,2.66,1.0221446251768034,0.675392670157068,77.6722962962963,12.931105759800253
CsZrBr3,1.81,0.86,0.8825000000000001,0.79,1.33,2.96,1.092781957023331,0.9745042492917846,42.32610912500001,18.197865839473533
CsZrCl3,1.81,0.86,0.7799999999999999,0.79,1.33,3.16,1.116879980680995,1.1025641025641026,35.28755199999999,15.552277845314645
CsZrF3,1.81,0.86,0.705,0.79,1.33,3.98,1.136512555865354,1.2198581560283688,30.664296999999998,15.223874029114786
CsZrO3,1.81,0.86,1.26,0.79,1.33,3.44,1.0241253235835714,0.6825396825396826,76.225024,5.928357065279958
CsZrS3,1.81,0.86,0.88,0.79,1.33,2.58,1.0933359345786797,0.9772727272727273,42.144192,12.621518514377055
CsZrSe3,1.81,0.86,1.0133333333333334,0.79,1.33,2.55,1.0658539163524892,0.8486842105263157,52.59387496296298,14.555727246632516
CsNbI3,1.81,0.82,1.2733333333333334,0.79,1.6,2.66,1.041676051135596,0.643979057591623,73.38463762962962,13.724703610485646
CsNbBr3,1.81,0.82,0.8825000000000001,0.79,1.6,2.96,1.1184567166597086,0.9291784702549574,39.477655125000005,19.581674137725926
CsNbCl3,1.81,0.82,0.7799999999999999,0.79,1.6,3.16,1.14480198019802,1.0512820512820513,32.767999999999994,16.833359869403015
CsNbF3,1.81,0.82,0.705,0.79,1.6,3.98,1.1663227212651008,1.1631205673758864,28.372624999999996,16.55197986562653
CsNbO3,1.81,0.82,1.26,0.79,1.6,3.44,1.043820041344794,0.6507936507936507,71.991296,6.315803546544624
CsNbS3,1.81,0.82,0.88,0.79,1.6,2.58,1.1190614859805308,0.9318181818181818,39.303999999999995,13.604656590094415
CsNbSe3,1.81,0.82,1.0133333333333334,0.79,1.6,2.55,1.089108910891089,0.8092105263157894,49.296296296296305,15.586076024898436
CsMoI3,1.81,0.775,1.2733333333333334,0.79,2.16,2.66,1.0645607162134325,0.6086387434554974,68.75303662962963,14.722549183594971
CsMoBr3,1.81,0.775,0.8825000000000001,0.79,2.16,2.96,1.1488220573835015,0.8781869688385269,36.42928087500001,21.358536923107636
CsMoCl3,1.81,0.775,0.7799999999999999,0.79,2.16,3.16,1.1779312979529466,0.9935897435897437,30.080230999999998,18.504947600710526
CsMoF3,1.81,0.775,0.705,0.79,2.16,3.98,1.2017852364387018,1.0992907801418441,25.934336,18.302403424041486
CsMoO3,1.81,0.775,1.26,0.79,2.16,3.44,1.066902057001067,0.6150793650793651,67.41914300000002,6.818841421179356
CsMoS3,1.81,0.775,0.88,0.79,2.16,2.58,1.1494891396778866,0.8806818181818182,36.264691,14.883760760259651
CsMoSe3,1.81,0.775,1.0133333333333334,0.79,2.16,2.55,1.1165142609321508,0.7648026315789473,45.75466729629631,16.90261190368804
CsTcI3,1.81,0.7416666666666667,1.2733333333333334,0.79,1.9,2.66,1.0821713153236627,0.5824607329842931,65.45082700000002,15.517615289052037
CsTcBr3,1.81,0.7416666666666667,0.8825000000000001,0.79,1.9,2.96,1.1723997291615111,0.8404154863078376,34.27533957870371,22.800559839575897
CsTcCl3,1.81,0.7416666666666667,0.7799999999999999,0.79,1.9,3.16,1.203734831314457,0.950854700854701,28.18698137037036,19.86923968722874
CsTcF3,1.81,0.7416666666666667,0.705,0.79,1.9,3.98,1.2294761405041097,1.0520094562647755,24.221186370370376,19.73815250546719
CsTcO3,1.81,0.7416666666666667,1.26,0.79,1.9,3.44,1.0846689522050814,0.5886243386243386,64.16013337037039,7.218520457717249
CsTcS3,1.81,0.7416666666666667,0.88,0.79,1.9,2.58,1.173116871223167,0.8428030303030304,34.117308037037034,15.9208274795348
CsTcSe3,1.81,0.7416666666666667,1.0133333333333334,0.79,1.9,2.55,1.1377206096678043,0.731907894736842,43.24355100000001,17.963237443815267
CsRuI3,1.81,0.6609999999999999,1.2733333333333334,0.79,2.2,2.66,1.1273006377962334,0.519109947643979,57.90071603762964,17.62912097957317
CsRuBr3,1.81,0.6609999999999999,0.8825000000000001,0.79,2.2,2.96,1.23367188863826,0.7490084985835692,29.41777950299999,26.738758617073287
CsRuCl3,1.81,0.6609999999999999,0.7799999999999999,0.79,2.2,3.16,1.27111947836005,0.8474358974358974,23.93767296799999,23.609306709044898
CsRuF3,1.81,0.6609999999999999,0.705,0.79,2.2,3.98,1.3020806368442746,0.9375886524822694,20.391167167999996,23.69552662463362
CsRuO3,1.81,0.6609999999999999,1.26,0.79,2.2,3.44,1.1302163904201832,0.5246031746031745,56.71162368799998,8.256494505868801
CsRuS3,1.81,0.6609999999999999,0.88,0.79,2.2,2.58,1.2345259741511374,0.7511363636363635,29.275067367999995,18.72835141681365
CsRuSe3,1.81,0.6609999999999999,1.0133333333333334,0.79,2.2,2.55,1.1925341449135956,0.6523026315789472,37.55050286429629,20.822414854133893
CsRhI3,1.81,0.745,1.2733333333333334,0.79,2.28,2.66,1.080384079460205,0.5850785340314135,65.77618262962964,15.564702565619438
CsRhBr3,1.81,0.745,0.8825000000000001,0.79,2.28,2.96,1.1699985008375757,0.8441926345609064,34.48680637499999,22.896956224226983
CsRhCl3,1.81,0.745,0.7799999999999999,0.79,2.28,3.16,1.20110371692907,0.9551282051282052,28.372624999999996,20.02634066122147
CsRhF3,1.81,0.745,0.705,0.79,2.28,3.98,1.2266497585719163,1.0567375886524824,24.389,19.93634159815748
CsRhO3,1.81,0.745,1.26,0.79,2.28,3.44,1.0828656788015818,0.5912698412698413,64.48120099999998,7.308908531335122
CsRhS3,1.81,0.745,0.88,0.79,2.28,2.58,1.1707104776411708,0.8465909090909091,34.328125,16.060351100433294
CsRhSe3,1.81,0.745,1.0133333333333334,0.79,2.28,2.55,1.1355637933461593,0.7351973684210525,43.4904212962963,18.048575201761285
CsPdI3,1.81,0.84625,1.2733333333333334,0.79,2.2,2.66,1.0287754041488568,0.6645942408376962,76.18008883275463,13.515642148378339
CsPdBr3,1.81,0.84625,0.8825000000000001,0.79,2.2,2.96,1.1014736428709497,0.9589235127478752,41.332013859375,19.246073988830577
CsPdCl3,1.81,0.84625,0.7799999999999999,0.79,2.2,3.16,1.1263232395491665,1.0849358974358976,34.40740470312498,16.683500531909875
CsPdF3,1.81,0.84625,0.705,0.79,2.2,3.98,1.1465863980204858,1.200354609929078,29.863133140625003,16.477291042553333
CsPdO3,1.81,0.84625,1.26,0.79,2.2,3.44,1.030811008188568,0.6716269841269841,74.75147070312502,6.382794834333922
CsPdS3,1.81,0.84625,0.88,0.79,2.2,2.58,1.1020446205166705,0.9616477272727272,41.15295845312499,13.538706863987041
CsPdSe3,1.81,0.84625,1.0133333333333334,0.79,2.2,2.55,1.0737349782479928,0.8351151315789472,51.4442597494213,15.371515580890732
